origen;url;titulo;precio;moneda;marca;modelo;hp_motor;anio;formas_pago;ubicacion;condicion;descripcion;precio_nor
Agrofy;https://www.agrofy.com.ar/tractor-traxor-te504-50-hp-4x4-techo-3-puntos.html;Tractor Traxor Te504 50 Hp 4X4 Techo 3 Puntos;24360;U$;Traxor;Te504;50.0;;Entrega + Financiación, Cheques, A Convenir.;Córdoba, Córdoba;Usado;"TRACTOR TRAXOR TE504 Potencia: 50HP. Motor: Yangdong, 4 cilindros, tracci&oacute;n 4x4. Caja de transmisi&oacute;n: 8+8 Shuttle Shift. Salidas hidr&aacute;ulicas: 3. PTO: 6 estr&iacute;as 540/1000. Contrapesos: Delantero: 78kg. Trasero : 70kg. Carrocer&iacute;a: Con toldo tipo parasol. Sin asiento copiloto. Rodados: Delantero: 280-70R16. Trasero: 320-85R24 radiales Sistema de levante: 3 puntos. PRECIO MAS IVA FINANCIACION";24360.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-980-1983-t-simple-3-puntos-cabina-d-cdo.html;Tractor Fiat 980-1983- T Simple- 3 Puntos-Cabina- D Cdo;19500;U$;Fiat;980;;1983.0;A Convenir.;Serodino, Santa Fe;Usado;"Tractor Fiat 980 A&ntilde;o 1983 - Con 13.000 Hs - Traccion Simple- Cabina con Climatic- Toma de Fuerza- Doble Comando Hidraulico- Tres Puntos - Tractor de Colono, muy buen estado.-";19500.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-280a-380356.html;Tractor Pauny 280A;70000;U$;Pauny;280A;;;Cheques, A Convenir.;Trenque Lauquen, Buenos Aires;Usado;"Marca/Modelo: CUMMINS / 6 BTA 5.9 Potencia del motor a r&eacute;gimen nominal kw (HP): 135 (180) Tipo: Diesel 4 tiempos. R&eacute;gimen de potencia m&aacute;xima (rpm): 2500 Torque m&aacute;ximo (Nm): 64.9 (637) R&eacute;gimen de torque m&aacute;ximo (rpm): 1500 N&uacute;mero de cilindros: 6 en l&iacute;nea. Cilindrada (cm3): 5.883 Aspiraci&oacute;n: Turbo sobrealimentado post-enfriado. Di&aacute;metro / Carrera (mm): 102/120 Relaci&oacute;n de compresi&oacute;n: 17,5:1 Inyecci&oacute;n: Directa. Bomba lineal. Sistema de enfriamiento: Por l&iacute;quido a presi&oacute;n, con termostato. Arranque: El&eacute;ctrico de 12 V, con llave de contacto, interruptor de seguridad y fusible.";70000.0
Agrofy;https://www.agrofy.com.ar/tractor-case-80-jxm.html;Tractor Case 80 Jxm;35000;U$;Case IH;80;78.91;;Cheques, A Convenir.;Trenque Lauquen, Buenos Aires;Usado;"Caracter&iacute;sticas principales Motor: Motor S8000 de 4 cilindros, 3.9 litros, turboalimentado con intercooler, que entrega 80 CV y 310 Nm de torque. Transmisi&oacute;n: Sincronizada de 12 velocidades hacia adelante y 12 hacia atr&aacute;s, con inversor mec&aacute;nico (Power Shuttle), seg&uacute;n el modelo. Sistema hidr&aacute;ulico: Bomba hidrost&aacute;tica independiente con caudal de 28 l/min para la direcci&oacute;n. Sistema de centro abierto con caudal de 54 l/min para el levante y las v&aacute;lvulas de control remoto. Hasta 3 v&aacute;lvulas de control remoto. Levante de 3 puntos: Capacidad de hasta 3565 kg en modelos con levante de categor&iacute;a II. Sistema de levante r&aacute;pido ""Liftomatic"" para subir y bajar implementos. Brazos telesc&oacute;picos. Tracci&oacute;n: Doble tracci&oacute;n (4x4), con accionamiento mec&aacute;nico. TDF (Toma de Fuerza): Accionamiento mec&aacute;nico asistido, con modos independiente y dependiente, en 540/1000 RPM. Tanque de combustible: Capacidad de 90 litros. Otros: Neum&aacute;ticos delanteros de 340/85 R20 y traseros de 420/85 R34 en algunos modelos. Velocidad m&aacute;xima de 40 km/h. Cabina con plataforma plana, columna de direcci&oacute;n abatible y telesc&oacute;pica, y asiento ajustable. Faro de trabajo trasero.";35000.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-60-con-pala-a-o-1960.html;Tractor Fiat 60 Con Pala.;10000;$;Fiat;60;;1960.0;A Convenir.;Las Varillas, Córdoba;Nuevo;"Tractor Fiat 60 Con Pala. A&ntilde;o 1960 - Fiat 60 Invertido con levanta tronco opcional balde 1m3. - Burro y alternador con reforma. - Embrague muy bueno. - Frenos nuevos. - Caja y transmisi&oacute;n revisada. - Equipo hidra&uacute;lico, comando 3 cuerpos ventury, bomba al cigue&ntilde;al de 110 lts; bomba para direccion 42lts; todo nuevo. - Pala invertida N-Z 1800 nueva con paralelogramo, super reforzada. - Altura maxima 4.30mts. - Capacidad de carga 2200 kg.";10000.0
Agrofy;https://www.agrofy.com.ar/tractor-zanello-up-100-con-pala-metabel.html;Tractor Zanello Up 100 Con Pala Metabel;21000000;$;Zanello;100;100.0;;Efectivo, Transferencia.;Esperanza, Santa Fe;Usado;"TRACTOR ZANELLO 100 HP MOTOR PERKINS 354 FASE II - 6 C 102 HP TOMA DE FUERZA INDEPENDIENTE DOBLE EMBRAGUE DOBLE SALIDA HIDR&Aacute;ULICA DIRECCION HIDR&Aacute;ULICA CON PALA FRONTAL METALBEL 3/4M - 4 CILINDROS RODADO 18-4-34 MEC&Aacute;NICA MUY BUENA DETALLE DE EST&Eacute;TICA $ 21.000.000";14000.0
Agrofy;https://www.agrofy.com.ar/jonh-deere-3350traccion-simple-110-hpa-o-1990tractor.html;John Deere 3350. Ts. 110 Hp. Año 1990;32500;U$;John Deere;3350;110.0;1990.0;A Convenir.;Laguna Larga, Córdoba;Nuevo;"John deere 3350 Tracci&oacute;n simple. 110 hp. A&ntilde;o 1990 Tractor reparado y revisado en su totalidad con 50 hs. Motor reparado completo de punta a punta. Inyectores y bomba nueva. Caja y diferencial reparados. Radiador nuevo colocado. Bater&iacute;a nueva. No tiene doble embrague. USD 32.500 +IVA+3% Entrega USD 18.000 y resto junio 25.";32500.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-900-375337.html;Tractor Fiat 900;15100;U$;Fiat;900;;;Entrega + Financiación, Cheques, A Convenir.;Lincoln, Buenos Aires;Usado;"🔹 Tractor Fiat 900 🔹 📍 Ubicaci&oacute;n: Lincoln, Buenos Aires 💰 Valor: U$S 15.100 (d&oacute;lar oficial) 💳 Financiaci&oacute;n: 50% y saldo a convenir 📞 Consultas: 2364-325318 ✅ Toma de fuerza ✅ Comando hidr&aacute;ulico ✅ Excelente mec&aacute;nica";15100.0
Agrofy;https://www.agrofy.com.ar/massey-ferguson-4283-c-pala-frontal-y-champion.html;Tractor Massey Ferguson 4283 C/ Pala Frontal Y Champion;85000;U$;Massey Ferguson;4283;;2024.0;Entrega + Financiación, Acepta canje, A Convenir.;Trelew, Chubut;Usado;"Massey Ferguson 4283 4x4 unico due&ntilde;o, cabinado con aire acondicionado y calefacci&oacute;n, 100 horas de uso, con pala frontal Omar Martin 260F y champion Lavrale PTU240, a&ntilde;o 2024, recibo vehiculos en parte de pago, contacto 28O47185O6 o instagram: riosautomotores.jr";85000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-8300-a-o-2000-378731.html;Tractor John Deere 8300 Año 2000;113000;U$;John Deere;8300;;2000.0;Entrega + Financiación, A Convenir.;Suipacha, Buenos Aires;Usado;"🚜 Tractor John Deere 8300 &ndash; A&ntilde;o 2000 🔧 Con piloto autom&aacute;tico original John Deere 🕐 S&oacute;lo 4.000 hs desde su reparaci&oacute;n 💰 Valor: U$S 113.000 + IVA 💳 Financiaci&oacute;n disponible : 50% y saldo a convenir 📍 Ubicaci&oacute;n : Suipacha, Buenos Aires 📞 Contacto: 2364-325318 👉 Listo para trabajar . Excelente estado general. ✅ &iexcl;No lo dejes pasar! Consult&aacute; sin compromiso.";113000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-5045ds-45-hp-2wd-paton-2013.html;Tractor John Deere 5045Ds, 45 Hp, 2Wd, Paton, 2013;23000;U$;John Deere;5045Ds,;45.0;2013.0;Entrega + Financiación.;Arias, Córdoba;Usado;"Tractor John Deere 5045DS, 45 Hp. Traccion:2Wd Rodado:Paton A&ntilde;o:2013 Hs:9350 Estado: muy bueno. Ricardo Venturino, Concesionario oficial John Deere. Visite nuestros puntos de ventas (Isla Verde, Arias, Venado Tuerto, Casilda, Marcos Juarez, Justiniano Posse y Las Varillas) y encuentre las mejores alternativas en Tractores, Cosechadoras, Sembradoras, Pulverizadoras, Agricultura de Precisi&oacute;n, Servicio, Repuestos y Reparaciones.";23000.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-450-toma-de-fuerza.html;Tractor Fiat 450 con Toma de Fuerza - Muy buen estado;4900000;$;Fiat;450;45.0;;Efectivo, Transferencia.;Esperanza, Santa Fe;Usado;"Tractor Fiat 450 &ndash; 45 HP &ndash; Toma de Fuerza Se vende tractor Fiat 450 , usado pero en buen estado general . Ideal para trabajos livianos o medianos en el campo. 🔹 Motor de 45 HP 🔹 Toma de fuerza 🔹 Rodado 16.9-26 con un 50% de vida &uacute;til 🔹 Direcci&oacute;n mec&aacute;nica 🔹 Tracci&oacute;n simple 🔹 Sin cabina 🔹 Mec&aacute;nica en muy buenas condiciones 🔹 Entrega inmediata Condici&oacute;n: usado Una excelente opci&oacute;n para quienes buscan un tractor confiable, sencillo y funcional.";3266.6666666666665
Agrofy;https://www.agrofy.com.ar/tractor-pauny-500-usado-a-o-2005.html;Tractor Pauny 500, Tres Arroyos, Disponible;73700;U$;Pauny;500;;2005.0;A Convenir.;Tres Arroyos, Buenos Aires;Usado;"Tractor Pauny 500 con Motor 14.000hs . A&ntilde;o 2005. Rodado 23.1x30 (Cubiertas delanteras gastadas . Trasera 40% ) ..Con vig&iacute;a. &iexcl;Buen estado! &iexcl;Disponible!";73700.0
Agrofy;https://www.agrofy.com.ar/fendt-860-vario-con-tres-puntos-delantero.html;Fendt 860 Vario Con Tres Puntos Delantero;120000;U$;Fendt;860;256.44;;A Convenir.;Tandil, Buenos Aires;Usado;"Tipo de anuncio: Venta / Oferta Marca / Modelo: Fendt 826 Vario Estado: Usado &ndash; muy buen estado Potencia: 260 CV Tracci&oacute;n: 4RM (4 ruedas motrices) Caja de cambios: Transmisi&oacute;n de variaci&oacute;n continua (Vario) Neum&aacute;ticos delanteros: 600/70 R30 (desgaste 10 %) Neum&aacute;ticos traseros: 710/70 R42 (desgaste 20 %) Velocidad m&aacute;x.: 42 km/h Equipamiento: Elevador delantero; eje/pont delantero suspendido; frenos neum&aacute;ticos; aire acondicionado; cabina suspendida; superlentas (rampantes). Disponibilidad: Disponible";120000.0
Agrofy;https://www.agrofy.com.ar/tractor-traxor-tc1804-180hp-cabina-lujo-3-p.html;Tractor Traxor Tc1804 180Hp Cabina Lujo 3 P;99760;U$;Traxor;Tc1804;180.0;;Entrega + Financiación, Financiación de fábrica, A Convenir.;Córdoba, Córdoba;Usado;"TRACTOR TRAXOR TC1804+ 180 HP CABINA LUJO C 3 PUNTOS Potencia: 180HP. Motor: YTO, 6 cilindros, tracci&oacute;n 4x4. Caja de transmisi&oacute;n: 24F + 24R. Salidas hidr&aacute;ulicas: 3. Cabina panor&aacute;mica 4 parantes. PTO: 6 estr&iacute;as 540/1000. Contrapesos: Delantero: 600kg. Trasero: 240kg. Carrocer&iacute;a: Cabina NEW de lujo con A/A. Con asiento neum&aacute;tico y asiento copiloto. Rodado: Delantero: 540-65R28. Trasero: 650-65R38. Embrague Servo asistido. Diferencial trasero reforzado. Sistema de levante: 3 puntos C&aacute;mara de reversa pantalla con soporte multimedia m&aacute;s bluetooht PRECIOS MAS IVA FINANCIACION";99760.0
Agrofy;https://www.agrofy.com.ar/tractor-new-holland-ts-6-140-para-trabajar.html;Tractor New Holland Ts 6.140 - Para Trabajar;65000;U$;New Holland;6140;139.0;;Entrega + Financiación, Acepta canje.;Balcarce, Buenos Aires;Usado;MOTOR NH NEF 6 CILINDROS - 139 HP TRANSMISION 16 + 8 - REVERSOR HIDRAULICO TDF INDEPENDIENTE 540 / 1000 RPM SISTEMA HIDRAULICO 84 LITROS CAUDAL;65000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-novo-540-mod-2019.html;Tractor Pauny Novo 540 Mod. 2019;110000;U$;Pauny;;;2019.0;A Convenir.;Trenque Lauquen, Buenos Aires;Usado;"Diesel Lange, concesionario John Deere. Visite nuestra red de sucursales y encuentre las mejores alternativas en tractores, cosechadoras, sembradoras, equipos de forrajes, pulverizadoras, extractoras, embolsadoras, repuestos, reparaciones y tecnolog&iacute;a de precisi&oacute;n. Diesel Lange, su alternativa en maquinar&iacute;as nuevas y usadas, repuestos y servicio. *Precio de lista en U$D sin IVA - Consulte diferentes bonificaciones y planes de financiaci&oacute;n vigentes. Los valores expresados podr&aacute;n sufrir modificaciones sin previo aviso.";110000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-ax-120-e-194957.html;Tractor Deutz Ax 120 E Usado Tracción Simple;30000;U$;Deutz- Fahr;120;;;Financiado, Cheques, Acepta canje, A Convenir.;Marcos Juárez, Córdoba;Usado;"Tractor Deutz Ax 120 E DEUTZ AX 120 E Cabina Toma de fuerza independiente Diferencial Alta y Baja Doble salida hidr&aacute;ulica Duales 16-9-34 Original";30000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-280-henderson.html;Tractor Pauny 280, Disponible;55000;U$;Pauny;280;;;Entrega + Financiación, Cheques, A Convenir.;Tres Arroyos, Buenos Aires;Usado;"Tractor Pauny 280 A, doble tracci&oacute;n. Motor Cummins, caja Pauny en buen estado y centro abierto. Rodado trasero 18.4x38, chapa y pintura descolorido, la cabina regular. Con toma de fuerza independiente, con Climatic. &iexcl;Disponible!";55000.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-1380-dt-1991-doble-traccion-130hp.html;Tractor Fiat 1380 Dt 1991 Doble Tracción 130Hp;40000;U$;Fiat;1380;130.0;1991.0;Efectivo, Transferencia, Acepta canje, Financiado, Cheques, A Convenir.;Pampa del Infierno, Chaco;Usado;"FIAT 1380 DT A&Ntilde;O 1991, DOBLE TRACCI&Oacute;N, MOTOR FIAT 140HP, CON RODADOS DUALES 18-4X38"", SALIDA HIDR&Aacute;ULICA, TOMA DE FUERZA. MUY BUEN ESTADO GENERAL. Precio + IVA 10,5%.";40000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-jd-3530-100-hp-usado-1990-358651.html;Tractor John Deere Jd 3530 100 Hp Usado 1990;19000;U$;John Deere;3530;100.0;1990.0;A Convenir.;Lisandro Olmos, Buenos Aires;Usado;"&iquest;Est&aacute;s buscando un tractor que te permita desarrollar las labores en tu campo? El tractor John Deere JD 3530 1990 usado puede ser el que necesites. El tractor John Deere JD 3530 usado, tracci&oacute;n simple, permitir&aacute; llevar adelante labores acordes a su rango de potencia 100 hp. Si ten&eacute;s alguna consulta sobre m&aacute;s detalles o formas de pagos disponibles, no dudes en contactarte con nosotros. Complet&aacute; tus datos en el formulario o comunicate telef&oacute;nicamente, para que alguno de nuestros vendedores te brinde toda la informaci&oacute;n necesaria sobre este tractor. Este tractor John Deere JD 3530 usado se encuentra en excelente estado. &iexcl;No te pierdas la oportunidad de tener este tractor!";19000.0
Agrofy;https://www.agrofy.com.ar/tractor-valmet-1880-s-cnel-dorrego-disponible.html;Tractor Valmet 1880 S, Tres Arroyos, Disponible;57000;U$;Valmet;1880;;1996.0;A Convenir.;Tres Arroyos, Buenos Aires;Usado;"Tractor Valmet 1880 S a&ntilde;o 1996, motor reparado! embrague y caja hechos en 2022, rodado 24,5x32 al 80%, vig&iacute;a y viesa funcionando, reforma en el embrague de toma de fuerza, esta al costado del tablero (se ve en las fotos), toma de fuerza independiente. Buen estado! &iexcl;DISPONIBLE!";57000.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-55-con-pala-70hp-usado.html;Tractor Fiat 55HP con Pala año 1995 Usado;8000;U$;Fiat;55HP;55.0;1995.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor Fiat 55 con Pala a&ntilde;o 1995 Usado Tractor agr&iacute;cola con pala cargadora, ideal para tareas multifunci&oacute;n en el campo. 💡 Especificaciones T&eacute;cnicas: Marca: Fiat Modelo: 55 Condici&oacute;n: Usado Potencia: 55 HP Equipamiento: Incluye pala cargadora Tracci&oacute;n: Simple (2WD) Tipo: Tractor utilitario para labores generales ✅ Caracter&iacute;sticas Destacadas: Pala cargadora para movimiento de materiales Potencia moderada (55 HP) para tareas ligeras y medianas Dise&ntilde;o compacto y vers&aacute;til Ideal para feedlots, mantenimiento de instalaciones y tareas log&iacute;sticas 💰 Condici&oacute;n Comercial: El precio no incluye IVA";8000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-180a-2017-con-3-puntos-y-cabina.html;Tractor Pauny 180A 2017 Con 3 Puntos Y Cabina;30000;U$;Pauny;180A;80.0;2017.0;Efectivo, Transferencia, Acepta canje, Financiado, Cheques, A Convenir.;Charata, Chaco;Usado;"PAUNY 180A A&Ntilde;O 2017, DOBLE TRACCI&Oacute;N, MOTOR MWM DE 80 HP CON 4600 hs, TRES PUNTOS, CABINA, RODADOS 16-9X30"", CONTROL REMOTO Y TOMA DE FUERZA INDEPENDIENTE. EXCELENTE ESTADO GENERAL. DISPONIBLE PARA ENTREGA INMEDIATA. Precio + IVA 10,5%.";30000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-55-excelente-cuidado.html;Tractor Deutz 55 - 55 Hp - Cabina - Excelente Estado;9600000;$;Deutz- Fahr;55;55.0;1990.0;Descuento efectivo, A Convenir.;Esperanza, Santa Fe;Usado;"Tractor Deutz 55 &ndash; 55 HP &ndash; Cabina &ndash; Excelente Estado Se ofrece a la venta tractor Deutz modelo 55 , en excelente estado general . Robusto, confiable y listo para trabajar. 🔹 Motor de 55 HP 🔹 Toma de fuerza 🔹 Salida hidr&aacute;ulica 🔹 Rodado 18.4-34 🔹 Tracci&oacute;n simple 🔹 Con cabina 🔹 A&ntilde;o de fabricaci&oacute;n: anterior a 1990 🔹 Condici&oacute;n: usado 🔹 Entrega inmediata Equipo listo para usar, ideal para quienes buscan rendimiento y durabilidad. Tractor Deutz 55 &ndash; 55 HP &ndash; Cabina &ndash; Excelente Estado Se ofrece a la venta tractor Deutz modelo 55 , en excelente estado general . Robusto, confiable y listo para trabajar. 🔹 Motor de 55 HP 🔹 Toma de fuerza 🔹 Salida hidr&aacute;ulica 🔹 Rodado 18.4-34 🔹 Tracci&oacute;n simple 🔹 Con cabina 🔹 A&ntilde;o de fabricaci&oacute;n: anterior a 1990 🔹 Condici&oacute;n: usado 🔹 Entrega inmediata Equipo listo para usar, ideal para quienes buscan rendimiento y durabilidad.";6400.0
Agrofy;https://www.agrofy.com.ar/tractor-challenger-mt-765b-370hp-mod-2007-usado.html;Tractor Challenger MT 765B 370 HP año 2007 Usado;180000;U$;Challenger;765B;370.0;2007.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor Challenger MT 765B 370 HP a&ntilde;o 2007 Usado Tractor de oruga de alta potencia con 370 HP , dise&ntilde;ado para labores intensivas en grandes extensiones. A&ntilde;o 2007, con solo 3.800 horas de uso . 💡 Especificaciones T&eacute;cnicas: Marca: CAT Challenger Modelo: MT 765B Condici&oacute;n: Usado (A&ntilde;o 2007) Potencia: 370 HP Horas de uso: 3.800 Tracci&oacute;n: Oruga (doble tracci&oacute;n) Tipo: Tractor de oruga para labranza pesada y siembra directa ✅ Caracter&iacute;sticas Destacadas: Alta potencia (370 HP) para implementos de gran tama&ntilde;o y exigencia Sistema de orugas para minimizar la compactaci&oacute;n del suelo y maximizar la tracci&oacute;n Bajas horas de uso (3.800 hs) para su a&ntilde;o, indicando uso cuidadoso Dise&ntilde;o robusto CAT Challenger, confiable en condiciones extremas Ideal para labranza profunda, siembra directa y manejo de equipos pesados 💰 Condici&oacute;n Comercial: El precio no incluye IVA Perfecto para productores que requieren alta potencia y eficiencia en labores demandantes, como labranza pesada, siembra directa en grandes superficies o arrastre de implementos de gran capacidad.";180000.0
Agrofy;https://www.agrofy.com.ar/tractor-massey-1195-duales.html;Tractor Massey 1195 Duales;30000;U$;Massey Ferguson;1195;;;Entrega + Financiación, Cuotas, Financiado, Cheques, Acepta canje, Tasa en Dólares.;Río Tercero, Córdoba;Usado;CON CLIMATIZADOR DOBLE COMANDO HIDRAULICO DUALES;30000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-540-373072.html;Tractor Pauny 540;85000;U$;Pauny;540;;2012.0;A Convenir.;Daireaux, Buenos Aires;Usado;"Pauny 540 con centro cerrado , a&ntilde;o 2012. Tiene 13000 horas, no gasta aceite. Aire y calefacci&oacute;n. Esta con vig&iacute;a. Caja y trasmisi&oacute;n bien. Las 4 ruedas de adentro est&aacute;n retacadas. Los pisapalos, sin matera y sin piloto no van! Buen estado!";85000.0
Agrofy;https://www.agrofy.com.ar/tractor-valmet-1780-dt-373150.html;Tractor Valmet 1780 Dt;45000;U$;Valmet;1780;;;A Convenir.;Laguna Larga, Córdoba;Usado;"Valmet 1780. DT. Doble comando hidr&aacute;ulico. Mec&aacute;nica excelente! Con un juego de cubiertas traseras nuevas. USD 45000+3% Financiaci&oacute;n: entrega 50% y resto 2 cuota semestrales. / 0.30.60.90.120 con cheques en pesos./ 10% OFF de contado.";45000.0
Agrofy;https://www.agrofy.com.ar/tractor-zanello-417-motor-deutz-190.html;Tractor Zanello 417 Motor Deutz 190;24500;U$;Zanello;417;190.0;;Entrega + Financiación, Acepta canje, A Convenir.;Los Toldos, Buenos Aires;Usado;"🚜 TRACTOR ZANELLO 417 🚜 ✅ Caja Zanello de 5ta con alta y baja ✅ Doble salida hidr&aacute;ulica | 4 gomas nuevas ✅ Motor Deutz 190 HP | Sin toma de fuerza ✅ Robustez y potencia para el trabajo en el campo 📍 Ubicaci&oacute;n: Los Toldos, Buenos Aires 💰 Precio: U$S 24.500 (d&oacute;lar oficial) 💳 Financiaci&oacute;n: 40% y saldo a convenir, se toma tractor mas chico o hacienda 📲 Consultas al: 2364-325318";24500.0
Agrofy;https://www.agrofy.com.ar/valtra-bt-170-powershift-centro-cerrado.html;Valtra BT 170 - Powershift - Centro Cerrado;213295;U$;Valtra;170;170.0;;A Convenir.;Río Tercero, Córdoba;Usado;Tractor Valtra BT170, Motor AGCO Sisu Power 620 DS Turbodiésel 6.6 (6 cilindros, 6.600 cc, 170 HP, 680 Nm a 1.400 rpm) Tracción 4×4 con accionamiento electrohidráulico del eje delantero y de el bloqueo de diferencial, Transmisión HiSix Powershift (24+24 marchas), embrague multidisco húmedo de accionamiento electrohidráulico, TDP independiente de accionamiento electrohidráulico (540/1.000 rpm), Sistema hidráulico de centro cerrado con bomba a pistón (162 litros/minuto, 204 bar),4 válvulas de control remoto, Levante de 3 puntos electrónico, capacidad máxima de levante 8.000 kgf, Cabina ConfortCab. Consultenos! Somos Concesionario Oficial Valtra desde hace 30 años, Tenemos servicio tecnico especializado.;213295.0
